icode,brand,name,discount,old_price,price,qty,scraped_at
14560768,SK-II,青春敷面膜22送12片,53折,17314,9290,139,2026-09-05 10:55:01
14247335,SK-II,活膚霜買80g送50g,49折,10768,5355,146,2026-09-05 10:55:01
15515566,SK-II,青春精華買50送100,52折,11255,5865,101,2026-09-05 10:55:01
15609159,麥當勞,豬肉滿福堡+薯餅,66折,87,58,4,2026-09-05 10:55:01
15585319,SHARP 夏普,25公變頻美學除濕機 DW-UX25HT-H/W,8折,25900,20900,25,2026-09-05 10:55:01
12692095,Hyman PluS+,工學電腦椅,3折,8900,2718,121,2026-09-05 10:55:01
13148542,LONGCHAMP,LE PLIAGE ENERGY手提/斜背兩用包(多色選),75折,10500,7888,1,2026-09-05 10:55:01
15033421,ARIEL,4D抗菌洗衣球60+30顆,68折,928,639,389,2026-09-05 10:55:01
14267981,TCL,75型QLED量子智慧TV,61折,43990,26900,21,2026-09-05 10:55:01
14610469,COVERNAT,男女款Logo短T(多色),58折,1190,699,326,2026-09-05 10:55:01
13344415,Oral-B 歐樂B,iO2 微磁電動牙刷+刷頭二入,49折,3990,1990,88,2026-09-05 10:55:01
14332282,TP-Link,Tapo C840 雙畫面AI嬰兒攝影機,83折,5999,4999,67,2026-09-05 10:55:01
13780222,石頭科技,Q8掃拖機器人,26折,16999,4499,36,2026-09-05 10:55:01
12760591,ALIANZA,艾利安莎西班牙原裝進口酪梨油1000mlx3入,64折,1677,1080,205,2026-09-05 10:55:01
9835777,台灣第一筷,316不鏽鋼寶筷5雙組,53折,1250,669,424,2026-09-05 10:55:01
15446500,BRAUN 百靈,7系列PRO智能電鬍刀★附鬢角刀,44折,19888,8888,99,2026-09-05 10:55:01
9925814,蒂沐蝶,日本植萃洗髮/護髮任3入,45折,1197,549,279,2026-09-05 10:55:01
9509460,滿意寶寶,瞬潔乾爽輕巧褲L-XXL(任選3箱組),66折,5268,3497,479,2026-09-05 10:55:01
15275922,歐萊德,洗髮精1000送600ml,41折,2670,1099,102,2026-09-05 10:55:01
13177203,Evian 依雲,天然礦泉水1500mlx12入/箱,65折,899,588,315,2026-09-05 10:55:01
11843761,Ta-Da 泰達,最新升級版 泰達隨身椅PRO(原廠一年保固),66折,3980,2630,142,2026-09-05 10:55:01
15039439,肯德基,咔啦脆雞5塊+蛋撻禮盒,52折,649,339,517,2026-09-05 10:55:01
14027751,NIPPI,Premium100%純膠原蛋白胜肽白金版 100gX3包(60天份/世界第一膠原蛋白/無雌激素/緩釋型),78折,3800,2999,183,2026-09-05 10:55:01
11370061,LOVITA 愛維他,綠茶兒茶素EGCG白藜蘆醇素食膠囊 60顆,83折,1180,980,97,2026-09-05 10:55:01
12842836,葛瑪蘭之星飯店,2人早午餐吃到飽,78折,1276,998,264,2026-09-05 10:55:01
15565711,LARGAN,大立美 晶亮立克15盒,81折,11940,9699,196,2026-09-05 10:55:01
15529915,小米,27型 IPS 200Hz電競螢幕,87折,3399,2988,29,2026-09-05 10:55:01
15196924,asics,TIGER RUNNER Ⅱ運動休閒鞋 (多款選),54折,2580,1399,177,2026-09-05 10:55:01
15609452,POCO,POCO F9 Ultra (16G/512G),89折,29999,26999,31,2026-09-05 10:55:01
9267042,汪喵星球,TOLI寵物地墊40x40cm*10片,69折,3000,2099,181,2026-09-05 10:55:01
15111408,麥雪爾,高含棉剪裁八分寬褲(任選),38折,3600,1368,189,2026-09-05 10:55:01
15027896,24HRS,3件組★包覆款無感軟鋼圈內衣,56折,2040,1160,478,2026-09-05 10:55:01
15457201,THE VEGAN 樂維根,經典植物優蛋白 2入組 1KG/袋,6折,2160,1299,452,2026-09-05 10:55:01
14448202,美心,韓國礦岩鈦合金不沾雪岩三鍋四件組,26折,4980,1299,21,2026-09-05 10:55:01
15545510,美蒂菲,面膜100入任選3款,26折,3198,849,212,2026-09-05 10:55:01
15099269,阿財伯,泰國冷凍金枕頭榴槤10盒,49折,3500,1749,176,2026-09-05 10:55:01
