icode,brand,name,discount,old_price,price,qty,scraped_at
12137812,ARIEL,4D抗菌洗衣球120顆,74折,1079,799,500,2026-09-09 11:03:02
15470388,LEVIS,女生牛仔褲 多款任選,4折,4390,1790,170,2026-09-09 11:03:02
13695725,雅詩蘭黛,日夜膠原霜75+75ml,53折,10580,5688,200,2026-09-09 11:03:02
11663033,dyson,V12 TC強勁輕量智慧無線吸塵器(雙主吸頭),71折,24900,17900,150,2026-09-09 11:03:02
7679325,船井生醫,極纖錠獨家增量版4盒+夜孅2袋,27折,16120,4499,70,2026-09-09 11:03:02
15528756,理膚寶水,愛麗絲系列超能抗光老禮盒,42折,6836,2887,200,2026-09-09 11:03:02
12602872,Suntory 三得利官方直營,Milcolla 蜜露珂娜 30包x3盒組(膠原蛋白、維生素C、牛乳賽洛美、蛋白聚醣),86折,5490,4776,80,2026-09-09 11:03:02
15437343,蘭蔻,超極限小黑瓶PRO 50ml雙入,31折,24480,7770,100,2026-09-09 11:03:02
10541696,雅詩蘭黛,小棕瓶115mlx2,53折,18435,9900,70,2026-09-09 11:03:02
14177486,3M,細滑牙線棒1200支,6折,1497,911,350,2026-09-09 11:03:02
7390178,台鹽,海洋鹼性離子水850mlx3箱/共60入(官方直營),62折,1905,1197,297,2026-09-09 11:03:02
10343393,元大珠寶黃金一錢金塊金條 十三選一(獨家與白沙屯媽祖授權聯名),元大珠寶黃金一錢金塊金條 十三選一(獨家與白沙屯媽祖授權聯名),94折,20188,18988,156,2026-09-09 11:03:02
14538763,增訂版全彩漫畫世界歷史,增訂版全彩漫畫世界歷史,55折,7830,4340,10,2026-09-09 11:03:02
15544230,adidas 愛迪達,TERREX TRACEFINDER PLUS GORE-TEX 防水越野跑鞋,46折,3890,1790,198,2026-09-09 11:03:02
12984109,ARIEL,抗菌除臭洗衣補充8包,78折,1099,859,494,2026-09-09 11:03:02
15025300,芝初,momo獨家-高鈣黑芝麻粉720g x 3罐,66折,2040,1349,299,2026-09-09 11:03:02
14233533,法國皇家,貓餐包85g*24包,44折,2114,939,499,2026-09-09 11:03:02
13528252,Sofy蘇菲,超熟睡/超日安褲型衛生棉箱購,36折,1999,725,2,2026-09-09 11:03:02
10372280,大研生醫,視易適葉黃素6入組(30粒/盒),4折,11880,4850,300,2026-09-09 11:03:02
12584102,德國雙人,Enjoy不沾炒鍋30cm,34折,4980,1699,180,2026-09-09 11:03:02
14267981,TCL,75型QLED量子智慧TV,61折,43990,26900,25,2026-09-09 11:03:02
12844270,大研生醫,德國頂級魚油6入組,4折,11880,4850,100,2026-09-09 11:03:02
14038302,Medimix,印度美肌皂30入,11折,6800,799,369,2026-09-09 11:03:02
8512957,飛利浦,奈米級空氣清淨機-雙入組(AC0819),49折,13980,6912,60,2026-09-09 11:03:02
15633787,必勝客,13吋大比薩+9吋小比薩,26折,1125,299,1,2026-09-09 11:03:02
12270439,輝葉良品,天胡一號 電動麻將桌HYG-W01_摺疊款全配版,69折,31300,21888,35,2026-09-09 11:03:02
14944494,Move Free 益節,UC-II加強型迷你錠6瓶(共180錠),55折,7194,3999,111,2026-09-09 11:03:02
14248688,青鳥旅行,12入經典蛋捲2盒組(附贈提袋),76折,1160,888,339,2026-09-09 11:03:02
9000856,美膳雅,6L數位式美味蒸鮮鍋,39折,9980,3980,49,2026-09-09 11:03:02
14009210,BRITA,愛奴娜濾水壺組(共1壺13芯),35折,5910,2099,100,2026-09-09 11:03:02
7992878,CookPower 鍋寶,觸控健康減油氣炸鍋6L(AF-6071W),79折,1880,1499,147,2026-09-09 11:03:02
10101929,Logitech 羅技,Lift 人體工學垂直滑鼠,79折,2490,1990,78,2026-09-09 11:03:02
10362698,花王,柔舒蒸氣眼罩 72入,55折,2340,1299,228,2026-09-09 11:03:02
14833198,HP 惠普,15吋Ultra 5輕薄AI,62折,36900,22900,19,2026-09-09 11:03:02
15512330,vivoX300 Ultra 5G 6.82吋(16G/512G/Snapdragon8EliteGen5/2億萬拍照畫素),vivoX300 Ultra 5G 6.82吋(16G/512G/Snapdragon8EliteGen5/2億萬拍照畫素),95折,48990,46990,20,2026-09-09 11:03:02
9180984,DON,買1送1 記憶枕頭-任選組,4折,1980,799,380,2026-09-09 11:03:02
15582384,15000mg膠原蛋白縮時美人飲金獎6+1盒,15000mg膠原蛋白縮時美人飲金獎6+1盒,23折,42000,9890,131,2026-09-09 11:03:02
