icode,brand,name,discount,old_price,price,qty,scraped_at
15506513,巴黎萊雅,水光豐盈洗/護髮任選3入,75折,1257,949,250,2026-09-10 21:55:01
15478181,巴黎萊雅,青春密碼調理精華2入,56折,2498,1399,196,2026-09-10 21:55:01
11438297,3M,百利免手洗平板拖把刮水桶,57折,1399,799,169,2026-09-10 21:55:01
13317257,Ausgarden 澳維花園,大容量精油3入,41折,2680,1120,235,2026-09-10 21:55:01
9288701,舒酸定,專業修復抗敏牙膏8入,48折,2079,999,231,2026-09-10 21:55:01
14184964,GOYARD 高雅德,St. Louis PM托特包-多色選,8折,79278,63888,15,2026-09-10 21:55:01
7704454,紐頓,T22/T24無穀貓飼料5.4kg,53折,3450,1849,499,2026-09-10 21:55:01
14109124,mo select,加厚型嬰兒柔濕巾附蓋80抽*24入(台灣製、保濕升級),47折,1750,839,72,2026-09-10 21:55:01
10536422,QUAKER 桂格,無糖養氣人蔘72入,76折,4320,3298,88,2026-09-10 21:55:01
15587036,RELIVE,山苦瓜穩糖胜肽 15瓶組(30顆/瓶 ),14折,12000,1688,129,2026-09-10 21:55:01
15636907,Apple,2025 iPad 11 A16/11吋/WiFi/128G,9折,15590,14099,5,2026-09-10 21:55:01
15599350,Whirlpool 惠而浦,30公升高效除濕機,56折,19700,11111,15,2026-09-10 21:55:01
15624697,SKECHERS,舒適綁帶休閒運動鞋 (多款選),49折,3390,1690,133,2026-09-10 21:55:01
13558264,UCC,117即溶咖啡90gx12罐/箱,73折,1899,1388,173,2026-09-10 21:55:01
12094657,Ihouse 推門衣櫃,Ihouse 推門衣櫃,27折,45640,12480,19,2026-09-10 21:55:01
15037836,Panasonic 國際牌,日本製3-5坪 LED吸頂燈,59折,7000,4199,394,2026-09-10 21:55:01
15489003,WMF官方直營,Profi Pfannen不鏽鋼煎鍋 28cm,66折,3000,1990,159,2026-09-10 21:55:01
15401637,契爾氏,金盞花化妝水500ml,36折,6002,2199,85,2026-09-10 21:55:01
15265662,微星平台,RTX 5060Ti 電競機(I5-14400F/16G/1TB),9折,37999,34399,28,2026-09-10 21:55:01
15479351,石頭科技,Qrevo Edge 2 Flow搖滾天王-清潔組,42折,59999,25499,48,2026-09-10 21:55:01
14003035,JVC,65型Mini LED TV,66折,29999,19988,35,2026-09-10 21:55:01
14155319,CROSS,xZENDAR新品到 開學通勤包★專櫃頂級真皮小牛皮 肩背包 斜背包 (男女中性包),0.4折,66800,2899,161,2026-09-10 21:55:01
13581205,豪德寺,招財貓日式150抽x80包,64折,1199,769,259,2026-09-10 21:55:01
9951817,小潘,鳳凰酥12入x2盒(不附提袋),7折,990,699,168,2026-09-10 21:55:01
14905461,理膚寶水,極效B5彈潤修復精華,35折,9096,3226,183,2026-09-10 21:55:01
10424166,樂高,梵谷星夜21333,7折,5699,3999,9,2026-09-10 21:55:01
