icode,brand,name,discount,old_price,price,qty,scraped_at
11616015,植村秀,山茶花潔顏油450ml,34折,9227,3202,178,2026-08-25 21:55:01
14032453,Panasonic 國際牌,12公升雙變頻智能除濕機★獨家奶茶色,6折,19900,11999,0,2026-08-25 21:55:01
11135282,台灣三洋,4-6坪一級變頻冷暖空調,7折,23890,16900,9,2026-08-25 21:55:01
8666029,Sofy蘇菲,彈力貼身衛生棉,39折,1158,459,1,2026-08-25 21:55:01
8003169,OutPerform,去去雨水走雙拉鍊前開式風雨衣,5折,1600,800,223,2026-08-25 21:55:01
12988475,赫蓮娜,黑繃帶乳霜50ml,46折,31900,14850,303,2026-08-25 21:55:01
15603812,幫寶適,一級幫拉拉褲M-150片買1送1,5折,2598,1299,389,2026-08-25 21:55:01
14833444,mo select,智能除臭殺菌不鏽鋼感應垃圾桶(大容量30L),25折,7980,1999,24,2026-08-25 21:55:01
13267440,國際牌,桌上型自動洗碗機,72折,21900,15900,44,2026-08-25 21:55:01
13822561,桂格完膳,營養素3重優蛋白48入,88折,3500,3100,91,2026-08-25 21:55:01
10656391,愛兒館,離乳成長我的第一張小桌椅-任選,72折,6799,4899,37,2026-08-25 21:55:01
15119015,樂敦,V游離型葉黃素複方軟膠囊 120粒*2入,72折,3596,2599,143,2026-08-25 21:55:01
14910634,卡樂比,富果樂水果麥片(380gX6入),46折,1494,699,360,2026-08-25 21:55:01
15292469,新板希爾頓酒店,午餐吃到飽,47折,1705,818,309,2026-08-25 21:55:01
15495865,東芝,55型4K Google TV,47折,24900,11900,29,2026-08-25 21:55:01
9644508,馬修嚴選,原味優格分享號G+、K+組合,87折,910,799,347,2026-08-25 21:55:01
15361280,傢俱工場,機能床片+抽屜床底,28折,19480,5580,28,2026-08-25 21:55:01
8990597,倍潔雅,好韌真3層100抽x72包,53折,1500,799,361,2026-08-25 21:55:01
15557052,HP 惠普,14吋R7輕薄筆電,65折,28900,18999,11,2026-08-25 21:55:01
14401707,雅頓,21天霜 75ml 兩入組,16折,4600,769,299,2026-08-25 21:55:01
14009210,BRITA,愛奴娜濾水壺組(共1壺13芯),38折,5910,2299,94,2026-08-25 21:55:01
15306820,Wacky WiLLY,女款短袖上衣(條紋/大LILY多款任選),67折,1490,999,100,2026-08-25 21:55:01
15101901,Philips 飛利浦,HX5191護齦音波牙刷,48折,5590,2699,88,2026-08-25 21:55:01
15520694,Samsung 三星,Galaxy Tab A11+ 11吋 6G/128G WiFi X230 平板電腦,79折,9990,7990,41,2026-08-25 21:55:01
15416395,理膚寶水,UVAIR空氣感防曬禮盒,36折,3961,1447,193,2026-08-25 21:55:01
15563776,Crocs,仿舊卡駱班克駱格洞洞鞋,8折,1980,1599,180,2026-08-25 21:55:01
11583891,DR.WU,玻尿酸保濕精華化妝水,5折,1600,800,323,2026-08-25 21:55:01
11764022,FL 生活+,超巨型360L摺疊收納箱-三層款,32折,7960,2599,146,2026-08-25 21:55:01
15327032,BH磁吸超大容量不銹鋼保冰保溫瓶x3,BH磁吸超大容量不銹鋼保冰保溫瓶x3,38折,3000,1160,1,2026-08-25 21:55:01
