icode,brand,name,discount,old_price,price,qty,scraped_at
5928917,LIFECODE,黑武士大型烤肉架組合,56折,2100,1180,209,2026-09-14 18:03:02
15394414,周大福,網路限定9999黃金金豆；2款任選(星星/金元寶),86折,6329,5488,195,2026-09-14 18:03:02
15091883,Philips 飛利浦,HX7421全能亮白音波電動牙刷,93折,6290,5890,100,2026-09-14 18:03:02
15619356,only,10公斤窄身洗衣機,31折,18990,5999,44,2026-09-14 18:03:02
8516170,象印,6人份IH微電腦電子鍋,31折,15990,4990,28,2026-09-14 18:03:02
14008859,SHARP 夏普,12公升自動除菌離子除濕機 DW-LT12ST-W,73折,10900,7990,43,2026-09-14 18:03:02
12252658,飛利浦,靈欣落地燈,69折,2588,1799,75,2026-09-14 18:03:02
15629088,青鳥家居,買一送一石墨烯遠紅外線水洗冬被,15折,6520,999,310,2026-09-14 18:03:02
15112654,美心,可微波不鏽鋼全透視保鮮盒六件組,2折,4980,999,207,2026-09-14 18:03:02
11788884,花蓮鶴岡,60年老欉文旦10斤x2箱(外銷),97折,666,650,499,2026-09-14 18:03:02
7735369,黑橋牌,肉乾禮盒2件組(兩款任選；附提袋),53折,1555,829,370,2026-09-14 18:03:02
13230676,Cetaphil,長效潤膚霜 550gx4入,31折,4800,1488,198,2026-09-14 18:03:02
14354061,AHC,超秒晶透穀胱甘肽淡斑精華,43折,3000,1290,230,2026-09-14 18:03:02
13366515,Alpecin,咖啡因泡沫染髮露200mlx3入,66折,2097,1399,173,2026-09-14 18:03:02
10889088,台酒生技,酒粕精粹青春露5入,33折,3000,1018,293,2026-09-14 18:03:02
14283174,Philips 飛利浦,FIT3102B 飛利浦智發電訓練車-小金鹿,57折,20800,11999,22,2026-09-14 18:03:02
10371748,娘家官方直營,益生菌3盒組(40包/盒),53折,6000,3188,275,2026-09-14 18:03:02
9709582,船井生醫,成長關健牛奶鈣魚膠原粉3盒(共150包),39折,15480,6111,55,2026-09-14 18:03:02
12982769,亞培,任選-葡勝納菁選糖尿病營養品-原味+纖維/香草口味 200ml x24入 x2箱(糖尿病適用),81折,5540,4520,200,2026-09-14 18:03:02
14425396,Lysol,洗衣機清潔液6入,94折,798,758,300,2026-09-14 18:03:02
15259569,藍鑽,除臭貓砂 8.5kg*2入,72折,1798,1299,400,2026-09-14 18:03:02
14179042,Acer,送包鼠★14吋R5珠光櫻粉,83折,24900,20900,66,2026-09-14 18:03:02
15661608,FAMMIX 菲米斯,SAFER-M1七合一電子鎖,59折,29900,17900,20,2026-09-14 18:03:02
10932651,朵舒,100%美國棉飯店大浴巾四件組,53折,1680,899,150,2026-09-14 18:03:02
