icode,brand,name,discount,old_price,price,qty,scraped_at
13594621,麥雪爾,第八代涼感褲(共11色),3折,3200,990,292,2026-08-24 20:00:01
11690134,國際牌,17公斤變頻洗衣機,78折,23990,18888,60,2026-08-24 20:00:01
15097603,蘭諾,衣物芳香豆補充4入,5折,1996,999,434,2026-08-24 20:00:01
12863743,JVC,65型4K連網TV,49折,29999,14988,20,2026-08-24 20:00:01
9929266,m2 美度,超能膠原飲8盒囤貨組(64入),37折,13440,5080,356,2026-08-24 20:00:01
14478745,大同,10人份不鏽鋼電鍋(奶茶色),7折,3890,2740,90,2026-08-24 20:00:01
12746710,巴黎卡詩,黑鑽逆時髮膜200ml,42折,6464,2740,147,2026-08-24 20:00:01
12092813,雪之上,全效合一水凝霜3入,55折,4740,2620,107,2026-08-24 20:00:01
11236768,Kotex 靠得住,茶樹涼感棉/JOGUMAN/護墊/褲型 (多款選),27折,1999,549,1,2026-08-24 20:00:01
14905457,理膚寶水,MELA B3 淡斑精華,38折,8319,3203,193,2026-08-24 20:00:01
8150715,鮮綠生活,台灣金目鱸魚片10包,31折,3980,1250,231,2026-08-24 20:00:01
13626252,Tiger Family,MAX Pro 2S系列超輕量護脊書包- 可摺疊版(中高年級130CM以上適用),73折,3780,2770,192,2026-08-24 20:00:01
15580936,日麗生,桐葉豐盈養髮液超值3入組,6折,4470,2685,78,2026-08-24 20:00:01
14899787,mo select,台灣製316不鏽鋼防滑六角筷10雙,37折,2380,899,140,2026-08-24 20:00:01
11068896,禾聯,16吋遙控DC風扇 HDF-16AH560,65折,1990,1311,282,2026-08-24 20:00:01
14925200,GIANT,LATTE 24都會媽咪自行車,92折,9280,8599,19,2026-08-24 20:00:01
14008859,SHARP 夏普,12公升自動除菌離子除濕機 DW-LT12ST-W,73折,10900,7990,41,2026-08-24 20:00:01
10929390,COACH,斜背包/肩背包/兩用包(多款),96折,4980,4788,55,2026-08-24 20:00:01
10242211,森好眠,雙人10cm天然乳膠床墊,39折,21250,8399,34,2026-08-24 20:00:01
13659659,大研生醫,舒敏益生菌5入組(30粒/盒),43折,8995,3950,99,2026-08-24 20:00:01
12118491,元氣堂,醣的對策胜肽苦瓜膠囊30粒x6盒,4折,5625,2280,129,2026-08-24 20:00:01
11558003,AGE20,鉑金爆水粉餅(1殼+2蕊),38折,2880,1111,83,2026-08-24 20:00:01
11724005,ONEHOUSE五開門折疊收納箱4入,ONEHOUSE五開門折疊收納箱4入,45折,3300,1499,134,2026-08-24 20:00:01
9194954,樂米穀場,花蓮富里初雪美姬米1.5kg*6入組,53折,1599,859,359,2026-08-24 20:00:01
12906785,JHT,Easy go電動循環健步享走機,31折,12560,3980,30,2026-08-24 20:00:01
9744328,台達電子,多功能浴室廁所涼暖風機-豪華300系列,49折,14900,7388,100,2026-08-24 20:00:01
15271389,舒潔,棉柔厚韌三層110抽x30包x2箱,41折,2598,1079,374,2026-08-24 20:00:01
15567876,DJI,OSMO 360 II 暢拍套裝 全景相機/運動相機｜旗艦畫質可換鏡片｜內建105G(聯強國際貨),93折,20900,19490,29,2026-08-24 20:00:01
12957780,巴黎卡詩,髮浴買500送240ml,61折,3500,2150,194,2026-08-24 20:00:01
13648776,海爾,16L冷凝式熱水器,68折,29000,19999,30,2026-08-24 20:00:01
14271380,Acer,送包鼠★14吋Ultra 5 AI筆電,86折,29999,25900,49,2026-08-24 20:00:01
4811545,亞大T8銀耳,冰糖原味白木耳露150gx24入,49折,2400,1188,302,2026-08-24 20:00:01
