icode,brand,name,discount,old_price,price,qty,scraped_at
15542980,石頭科技,F25 Ultra Steam Gen2臂蒸之帝洗地機,44折,39999,17999,48,2026-08-27 21:55:01
15457201,THE VEGAN 樂維根,經典植物優蛋白2入(1KG/袋),59折,2160,1276,360,2026-08-27 21:55:01
15235083,美博士,90ml清爽防曬2入組,29折,7590,2224,111,2026-08-27 21:55:01
9216206,台灣三洋,87L一級冰箱,77折,6990,5388,52,2026-08-27 21:55:01
13864299,落建,頭皮洗髮精400mlx4入,69折,1516,1059,572,2026-08-27 21:55:01
10889088,台酒生技,酒粕精粹青春露5入,33折,3000,1018,267,2026-08-27 21:55:01
10362698,花王,柔舒蒸氣眼罩 72入,55折,2340,1299,146,2026-08-27 21:55:01
9246383,卜蜂,去骨帶皮雞腿肉12包,44折,2700,1199,189,2026-08-27 21:55:01
8037995,倍潔雅,花漾柔感150抽x84包,5折,1680,849,321,2026-08-27 21:55:01
12137812,ARIEL,4D抗菌洗衣膠囊120顆,74折,1079,799,292,2026-08-27 21:55:01
12797999,mo select,日本製今治薩馬爾罕長纖棉浴巾2入組,3折,2960,899,81,2026-08-27 21:55:01
14553162,海爾,全新升級!高溫蒸氣織物清洗機,57折,6990,3988,40,2026-08-27 21:55:01
13628080,BLACK HAMMER,吸管杯860ml兩入組,39折,2500,990,266,2026-08-27 21:55:01
13984017,風倍清,廁所芳香劑6入,41折,1197,499,383,2026-08-27 21:55:01
15027125,SPORTS RESEARCH,Omega-3 濃縮魚油 1250mg 150粒,84折,2000,1699,179,2026-08-27 21:55:01
14559449,FL 生活+,摺疊收納箱,44折,5960,2680,89,2026-08-27 21:55:01
15205222,義美,小泡芙6盒組,73折,669,490,477,2026-08-27 21:55:01
10704944,禾聯,10KG直立洗衣機,5折,12900,6499,45,2026-08-27 21:55:01
14833198,HP 惠普,15吋Ultra 5輕薄AI高效能,63折,36339,22999,3,2026-08-27 21:55:01
14434857,摩洛哥優油買100送200ml,摩洛哥優油買100送200ml,34折,5200,1799,159,2026-08-27 21:55:01
15506025,華碩,Ultra 5輕薄16G/OLED,92折,37999,34999,50,2026-08-27 21:55:01
14170859,BH,G33 Pro Any Go 扶手健步慢跑機(扶手款/健走機/慢走機/超慢跑/走步機/走路機),42折,29800,12800,27,2026-08-27 21:55:01
11843761,Ta-Da 泰達,最新升級版 泰達隨身椅PRO(原廠一年保固),66折,3980,2630,142,2026-08-27 21:55:01
10341248,白熊,洗碗精4kg*8入,75折,1592,1199,96,2026-08-27 21:55:01
15610262,WD-40,萬用修繕3件組,51折,960,499,10,2026-08-27 21:55:01
13663845,Suntory 三得利,固力伸 葡萄糖胺 30日份 x 2罐(360錠_原廠購入有防偽標籤),77折,3600,2790,276,2026-08-27 21:55:01
12988483,赫蓮娜,黑繃帶修護乳霜15ml,42折,13050,5580,48,2026-08-27 21:55:01
15512661,巴黎萊雅,金緻護髮油任選3入,69折,1737,1211,230,2026-08-27 21:55:01
14251224,JINS,MOMO獨家卡娜赫拉/潮流光學眼鏡；多款任選,6折,2480,1499,141,2026-08-27 21:55:01
15488735,禾聯,6公升除濕機 HDH-12PS010,55折,6990,3890,39,2026-08-27 21:55:01
14879038,Philips 飛利浦,A4L 大銀亮智能LED護眼檯燈,66折,5999,3999,74,2026-08-27 21:55:01
14985287,STARBUCKS 星巴克,Cafemoment 星時刻特選即溶咖啡兩罐組,76折,960,739,327,2026-08-27 21:55:01
