icode,brand,name,discount,old_price,price,qty,scraped_at
14075489,聲寶,138公升一級冰箱,68折,11490,7888,16,2026-09-20 23:00:01
14686829,寶拉珍選,10%果酸身體乳3入,61折,3240,1990,290,2026-09-20 23:00:01
12742602,聯碩,3-5坪一級變頻冷暖空調,53折,25900,13900,12,2026-09-20 23:00:01
14292095,Samsonite 新秀麗,28吋 FLATFORM 前開式/上掀式可擴充大容量輕量PC抗震輪行李箱(多色可選),64折,13900,8999,42,2026-09-20 23:00:01
14008859,SHARP 夏普,12公升自動除菌離子除濕機(DW-LT12ST-W),73折,10900,7990,46,2026-09-20 23:00:01
13699485,小老闆寢具,單人天絲獨立筒13cm摺疊床墊,65折,9200,5980,54,2026-09-20 23:00:01
15199416,東芝,65型QLED Google TV,45折,39900,17999,44,2026-09-20 23:00:01
15145476,MOVA,M50高溫清潔摺疊洗地機,41折,23980,9999,50,2026-09-20 23:00:01
13055040,KLIM 克寧,UC-II靈活高鈣奶粉750gx2罐,8折,1198,968,299,2026-09-20 23:00:01
12617773,IHouse,推門收納衣櫃,25折,23460,5999,29,2026-09-20 23:00:01
11105954,大成,黃金脆皮雞腿排50片組,42折,5750,2450,122,2026-09-20 23:00:01
13159316,獅王,細潔無隱角牙刷12入,43折,1389,599,410,2026-09-20 23:00:01
11515499,Diptyque,淡香精75ml,64折,6500,4219,125,2026-09-20 23:00:01
10687028,理膚寶水,B5+全面修復霜3入,61折,3436,2125,192,2026-09-20 23:00:01
15695414,MARITHE FRANCOIS GIRBAUD,二件組 小LOGO短袖上衣(多款任選),5折,3180,1590,116,2026-09-20 23:00:01
15614233,鉅曜,白沙屯媽祖聯名 50分 培育鑽石手鍊/項鍊,61折,7980,4888,57,2026-09-20 23:00:01
12842795,亞培,任選-安素原味/香草減甜即飲 HMB升級配方237ml x30入x2箱(HMB、三重優蛋白、任賢齊代言),85折,5140,4376,196,2026-09-20 23:00:01
15437770,飲后,超孅飲6盒(15包/盒),38折,7680,2980,195,2026-09-20 23:00:01
13964474,小叮噹科學主題樂園,雙人含早+門票,43折,5200,2260,211,2026-09-20 23:00:01
5494410,驅塵氏,抗菌濕拖巾12包(款式任選),57折,840,479,279,2026-09-20 23:00:01
15687924,Apple,Apple Watch Series 12 GPS 46mm,98折,15790,15499,48,2026-09-20 23:00:01
14974250,HP 惠普,14吋Core 7輕薄/1T大容量,68折,34900,23999,15,2026-09-20 23:00:01
