icode,brand,name,discount,old_price,price,qty,scraped_at
8372350,挺立,關鍵迷你錠4+1盒組,6折,4995,2998,500,2026-09-17 14:03:01
8388541,善存,黃素軟膠囊4+1盒組,53折,3995,2141,495,2026-09-17 14:03:01
15114860,Philips 飛利浦,X3051全新X系列電鬍刀,59折,2840,1688,197,2026-09-17 14:03:01
8426761,ON 歐恩,金牌乳清蛋白5磅(多口味可選),64折,4999,3249,500,2026-09-17 14:03:01
15535662,台北美福大飯店,下午茶吃到飽,65折,1518,999,310,2026-09-17 14:03:01
13611372,SK-II,青春露 330ml,54折,8990,4899,160,2026-09-17 14:03:01
14772881,德國雙人,Simplify不鏽鋼24cm平底鍋,33折,3000,999,154,2026-09-17 14:03:01
7390178,台鹽,海洋鹼性離子水850mlx60入,62折,1905,1197,599,2026-09-17 14:03:01
15543127,iFLYTEK,科大訊飛 全場景AI翻譯耳機 AIH-2541(雙向即時翻譯/出國旅遊/商務會議/語言學習/藍牙耳機),78折,13990,10990,27,2026-09-17 14:03:01
15512330,vivoX300 Ultra 5G 6.82吋(16G/512G/Snapdragon8EliteGen5/2億萬拍照畫素),vivoX300 Ultra 5G 6.82吋(16G/512G/Snapdragon8EliteGen5/2億萬拍照畫素),94折,48990,46490,20,2026-09-17 14:03:01
15662412,石頭科技,Qrevo Edge 2 Flow搖滾天王-超值組,43折,59999,25980,50,2026-09-17 14:03:01
15400726,歌林,200公升一級變頻冰箱,64折,16900,10900,30,2026-09-17 14:03:01
14571765,任天堂,Switch2+寶可夢ZA,87折,18138,15880,50,2026-09-17 14:03:01
13236572,LG 樂金,12公升變頻除濕機 DD121MWE0,73折,17900,13111,30,2026-09-17 14:03:01
13352709,Kolin 歌林,四重精濾濾水壺(共1壺13芯),45折,3480,1599,75,2026-09-17 14:03:01
14942665,ONEHOUSE格拉斯人體工學電腦椅,ONEHOUSE格拉斯人體工學電腦椅,41折,7800,3199,85,2026-09-17 14:03:01
15467571,STAUB,鑄鐵疊疊鍋24cm黑色 贈鍋蓋架,3折,26418,7999,40,2026-09-17 14:03:01
12760591,ALIANZA,艾利安莎西班牙原裝進口酪梨油1000mlx3入,64折,1677,1080,278,2026-09-17 14:03:01
11876946,RealShop,長野大串麝香葡萄1kg(2房裝),69折,1443,999,350,2026-09-17 14:03:01
4442571,德卡,多重維他命再生面膜75ml,81折,2700,2199,250,2026-09-17 14:03:01
9305945,NARS,裸光蜜粉餅★下單贈50mo,7折,2350,1650,250,2026-09-17 14:03:01
15528756,理膚寶水,超能抗光老禮盒,42折,6836,2887,200,2026-09-17 14:03:01
15389065,麥雪爾,莫代爾棉刺繡/印花T恤(任選),36折,2680,990,200,2026-09-17 14:03:01
14022093,CROSS,xZENDAR新品送禮自用★頂級小牛皮質感皮夾 長短夾 皮帶 零錢包(附禮盒提袋 男女中性款),0.5折,29800,1669,199,2026-09-17 14:03:01
14954320,Simply 新普利,晚美入睡夜酵凍(50入/盒)(x2盒),2折,9900,1980,188,2026-09-17 14:03:01
14840830,船井生醫,FIP100纖維粉禮盒,38折,3600,1399,122,2026-09-17 14:03:01
14273318,SKR,P1小旋風電動輔助自行車(旗艦款),75折,19800,14999,18,2026-09-17 14:03:01
2322013,康乃馨,純水濕巾24包,48折,1198,579,399,2026-09-17 14:03:01
10019468,朵舒,棉仔紙超厚柔150抽x84包,46折,1800,829,500,2026-09-17 14:03:01
6954757,A star,潔牙骨超大桶裝1900G,44折,1670,749,500,2026-09-17 14:03:01
14850929,BenQ,27型 2K 200Hz護眼螢幕,79折,6988,5588,40,2026-09-17 14:03:01
